"product_name","unit_price","total_price","size_amount","unit_name","store_id","image_url","merchant_productid","brand_name"
"Dr. Oetker The Good Baker Vegan Frozen Pizza Spinach & Pumpkin Seeds 350 g",NULL,"$8.49",350.0,"g",16,"https://voila.ca/images-v3/2d92d19c-0354-49c0-8a91-5260ed0bf531/a5868bf0-e1c4-4a35-8329-1b9985f37450/300x300.jpg","eb10ddb3-5d3a-4ebf-9356-2a3307638a48","Dr. Oetker "
"Healthy Choice Frozen Entrée Simply Steamers Creamy Spinach & Tomato Linguini 255 g  ",NULL,"$4.99",255.0,"g",16,"https://voila.ca/images-v3/2d92d19c-0354-49c0-8a91-5260ed0bf531/8f5305a2-2ead-4f4b-96b5-8a1e952b39fc/300x300.jpg","bc264063-de02-4e78-b71f-4af9f220f9db","Healthy Choice"
"Dr. Oetker Giuseppi Vegetarian Frozen Thin Crust Pizza Spinach 540 g",NULL,"$6.99",540.0,"g",16,"https://voila.ca/images-v3/2d92d19c-0354-49c0-8a91-5260ed0bf531/56fe0d88-d11e-4823-90b6-5889981cd979/300x300.jpg","acdfe4b8-3f7b-40f4-a95d-7bd593958e28","Dr. Oetker"
"Nestle Frozen Meal Greek Chicken Souvlaki & Spinach Bowl 265 g",NULL,"$7.49",265.0,"g",16,"https://voila.ca/images-v3/2d92d19c-0354-49c0-8a91-5260ed0bf531/5948e76e-dca2-437c-a117-d03a54c48751/300x300.jpg","0f410888-7c46-4cf5-9fa5-6f02083dff5c","Nestle"
"Delissio Frozen Pizza Tomato Spinach 520 g",NULL,"$6.49",520.0,"g",16,"https://voila.ca/images-v3/2d92d19c-0354-49c0-8a91-5260ed0bf531/17f0c3bc-c0df-47ae-a016-ffe1e2704057/300x300.jpg","fb51907c-e3f5-440f-82c2-bf211783e7fa","Delissio"
"Nestle Life Cuisine Frozen Meal 3 Cheese Chicken Pesto & Spinach Bowl 270 g",NULL,"$7.49",270.0,"g",16,"https://voila.ca/images-v3/2d92d19c-0354-49c0-8a91-5260ed0bf531/c1e22b8c-1b6e-4cab-9700-7c169dbfc08f/300x300.jpg","953773e6-154d-43de-a0d8-46416928c297","Nestle"
"Sensations Frozen Spinach & Feta Spanakopita 264 g",NULL,"$10.99",264.0,"g",16,"https://voila.ca/images-v3/2d92d19c-0354-49c0-8a91-5260ed0bf531/d297bf0d-7c1e-4a9a-9acf-8d8f97092f4b/300x300.jpg","79e51dfa-5e89-44ee-8afa-9adfa2b71b6c","Sensations "
"Compliments Organic Salad Baby Greens/Spinach Mix 142 g",NULL,"$4.99",142.0,"g",16,"https://voila.ca/images-v3/2d92d19c-0354-49c0-8a91-5260ed0bf531/45ee8bab-7591-4ee9-b1ab-d3ce50d67409/300x300.jpg","40674913-b6e7-41c3-8fa2-3485a8e4786d","Compliments Organic"
"Spinach 1 Bunch ",NULL,"$3.49",NULL,"each",16,"https://voila.ca/images-v3/2d92d19c-0354-49c0-8a91-5260ed0bf531/f985f9fb-f087-48c1-8992-a50d1362df1d/300x300.jpg","f4399e63-d500-4a0f-a1d5-4eb63f41d969","None"
"Olivieri Fresh Ricotta & Spinach Ravioli 300 g",NULL,"$6.49",300.0,"g",16,"https://voila.ca/images-v3/2d92d19c-0354-49c0-8a91-5260ed0bf531/2846d20f-a7d7-4d7e-ae76-5f4e261a15aa/300x300.jpg","34a8392b-be61-49ef-93af-b65da429d6ca","Olivieri"
"Compliments Pasta Naturally Simple Cheese Filled Spinach Tortellini 350 g",NULL,"$4.49",350.0,"g",16,"https://voila.ca/images-v3/2d92d19c-0354-49c0-8a91-5260ed0bf531/313ad465-c8ab-422d-bfd8-704aa3f78dcd/300x300.jpg","18908055-50fa-4885-869c-0df44f486e8a","Compliments "
"Olivieri  Cannelloni Fresh Ricotta & Spinach 540 g",NULL,"$10.99",540.0,"g",16,"https://voila.ca/images-v3/2d92d19c-0354-49c0-8a91-5260ed0bf531/d03cb9d2-6764-4ea4-ae44-f6f578ae4e4d/300x300.jpg","dd3cd84c-ac8c-4ad6-8e48-b4db080bc49d","Olivieri"
"Rana Pasta Ravioli Ricotta & Spinach 300 g",NULL,"$7.29",300.0,"g",16,"https://voila.ca/images-v3/2d92d19c-0354-49c0-8a91-5260ed0bf531/59baff40-928b-4d86-b774-7e81197a7145/300x300.jpg","040a561e-3dbc-4a9e-b9cb-bf197c909003","Rana"
"Compliments Naturally Simple Cheese and Spinach Filled Ravioli Pasta 350 g",NULL,"$4.49",350.0,"g",16,"https://voila.ca/images-v3/2d92d19c-0354-49c0-8a91-5260ed0bf531/63a2a5cb-4a42-434b-8fad-0e16d033f9f1/300x300.jpg","23200487-8453-4f66-8d00-10c51ff332e9","Compliments "
"Christie Wheat Thins Spinach & Roasted Garlic 175 g",NULL,"$3.49",175.0,"g",16,"https://voila.ca/images-v3/2d92d19c-0354-49c0-8a91-5260ed0bf531/6b5f9a59-f776-4793-84ed-3e3d5ea375e0/300x300.jpg","1c44668f-de4b-4fd7-9161-a250890766fe","Christie"
"Classico Pasta Sauce Di Firenze Florentine Spinach & Cheese 650 ml",NULL,"$5.49",650.0,"mL",16,"https://voila.ca/images-v3/2d92d19c-0354-49c0-8a91-5260ed0bf531/6234c8c8-22cf-4bef-ba5b-bdaf405e0e49/300x300.jpg","0ffc5731-240b-4fc5-a140-6f7e35386dcf","Classico"
"Catelli Pasta Fettuccine Spinach & Roasted Garlic 375 g",NULL,"$3.99",375.0,"g",16,"https://voila.ca/images-v3/2d92d19c-0354-49c0-8a91-5260ed0bf531/f90c39d2-0a48-46cc-b9a5-e8bedaeb9a2f/300x300.jpg","1e28ac29-0f39-44ea-bb0e-fd3b25b3c1da","Catelli"
"Olivieri Fresh Ricotta & Spinach Ravioli 600 g",NULL,"$10.99",600.0,"g",16,"https://voila.ca/images-v3/2d92d19c-0354-49c0-8a91-5260ed0bf531/81ecfe68-3cfa-4acc-a963-89e52c03ea97/300x300.jpg","ce3dac9f-8c1f-4a0a-ab77-e9e4592a8d7d","Olivieri"
"Fontaine Santé Spinach Dip Original 250 g",NULL,"$5.29",250.0,"g",16,"https://voila.ca/images-v3/2d92d19c-0354-49c0-8a91-5260ed0bf531/bdf52d61-db07-4602-814f-c607c9328390/300x300.jpg","6b998291-875e-4fd6-957f-7d48501a3ad0","Fontaine Santé"
"Compliments Baba Ghanouj Dip 227 g",NULL,"$3.79",227.0,"g",16,"https://voila.ca/images-v3/2d92d19c-0354-49c0-8a91-5260ed0bf531/362517ef-1daa-4b08-8e19-abe56fbac1b3/300x300.jpg","e21adc69-0c74-4d91-a11d-eb9d77419265","Compliments"
"Marzetti Veggie Dip Spinach Blend 340 g",NULL,"$5.49",340.0,"g",16,"https://voila.ca/images-v3/2d92d19c-0354-49c0-8a91-5260ed0bf531/2b58a791-2e8d-4a6e-aa27-5c88495d80a7/300x300.jpg","85520dca-82a2-44b2-bc56-29d1b4e1bb94","T Marzetti"
"Compliments Dip Roasted Red Pepper 227 g",NULL,"$3.79",227.0,"g",16,"https://voila.ca/images-v3/2d92d19c-0354-49c0-8a91-5260ed0bf531/cc3337bc-1590-4747-9a27-b66205f410f6/300x300.jpg","46a54e14-d974-4603-9954-16a60adc7053","Compliments"
"Summer Fresh Dip Baba Ghanouj 227 g",NULL,"$4.49",227.0,"g",16,"https://voila.ca/images-v3/2d92d19c-0354-49c0-8a91-5260ed0bf531/124756c8-7c5b-48c8-8fa0-a238f22d25f2/300x300.jpg","9fc81cb1-e88b-4fdb-8e94-b49788a456af","Summer Fresh"
"Summer Fresh Dip Spinach 227 g",NULL,"$4.49",227.0,"g",16,"https://voila.ca/images-v3/2d92d19c-0354-49c0-8a91-5260ed0bf531/a509d9f3-5a10-4a38-92fd-6a9d50989b0b/300x300.jpg","0bfe2748-7d7d-48e8-b3c0-fdbc259c490e","Summer Fresh"
"Litehouse Dip & Spread Spinach Parmesan 340 g",NULL,"$5.99",340.0,"g",16,"https://voila.ca/images-v3/2d92d19c-0354-49c0-8a91-5260ed0bf531/94100744-a9b5-4c17-bd86-bcfc06d3f8eb/300x300.jpg","acdaa35d-ef1b-4a22-83a3-bfa98d73ac86","Litehouse"
"Compliments Spinach Dip 227 g",NULL,"$3.79",227.0,"g",16,"https://voila.ca/images-v3/2d92d19c-0354-49c0-8a91-5260ed0bf531/a2c7547d-f82a-410b-933b-88444d45e498/300x300.jpg","417da21c-dddb-419c-b773-5ff28385b375","Compliments"
"Compliments Dip Artichoke & Asiago 227 g",NULL,"$3.79",227.0,"g",16,"https://voila.ca/images-v3/2d92d19c-0354-49c0-8a91-5260ed0bf531/9f885227-a9a1-4db6-b3d0-3f413de89a14/300x300.jpg","105a4ee5-8645-47b1-a84b-646105681d2e","Compliments"
"Compliments Cheddar Marble Cheese Block 400 g",NULL,"$6.79",400.0,"g",16,"https://voila.ca/images-v3/2d92d19c-0354-49c0-8a91-5260ed0bf531/6db60fa9-8806-4954-9b7c-397970395c81/300x300.jpg","a79e05e7-1da7-463c-91d6-391b52a8bd61","Compliments"
"Cracker Barrel Cheese Cheddar Marble 400 g",NULL,"$5.47",400.0,"g",16,"https://voila.ca/images-v3/2d92d19c-0354-49c0-8a91-5260ed0bf531/dd01b465-a36a-4b42-a44b-549679f9e6b9/300x300.jpg","81495385-9c53-4c71-b3dc-2801c433121e","Cracker Barrel"
"Cracker Barrel Cheese Slices Marble 240 g",NULL,"$6.99",240.0,"g",16,"https://voila.ca/images-v3/2d92d19c-0354-49c0-8a91-5260ed0bf531/b4f5406c-e60a-4888-8d3f-d94c21545c88/300x300.jpg","b740c63e-d17a-4de6-971d-a02648f151d8","Cracker Barrel"
"Cracker Barrel Old Cheese Cheddar Coloured 400 g",NULL,"$5.47",400.0,"g",16,"https://voila.ca/images-v3/2d92d19c-0354-49c0-8a91-5260ed0bf531/b73b7f85-12c7-40e9-8694-ba59067cae7c/300x300.jpg","48983a0f-e98b-4bc2-9831-b8be1620842d","Cracker Barrel"
"Compliments White Cheese Old Cheddar Block 400 g",NULL,"$6.79",400.0,"g",16,"https://voila.ca/images-v3/2d92d19c-0354-49c0-8a91-5260ed0bf531/1c88ce8f-96db-48be-8e64-50e7cb93428e/300x300.jpg","b6b82abb-5626-4bcd-9840-89930f44bac7","Compliments"
"Compliments Old Cheddar Cheese Block 400 g",NULL,"$6.79",400.0,"g",16,"https://voila.ca/images-v3/2d92d19c-0354-49c0-8a91-5260ed0bf531/ea73ded0-9820-49ea-b3ad-c876bb8b22a6/300x300.jpg","8587aca2-a2b2-4135-83e6-98bc0748a570","Compliments"
"Cracker Barrel Cheese Cheddar Coloured Medium 400 g",NULL,"$5.47",400.0,"g",16,"https://voila.ca/images-v3/2d92d19c-0354-49c0-8a91-5260ed0bf531/82c8e98b-a21d-4ebc-ab1d-ec2711cc9407/300x300.jpg","4f09f66b-d55c-454c-bf95-4168dde2cc05","Cracker Barrel"
"Best Buy Cheese Cheddar Old 700 g",NULL,"$10.49",700.0,"g",16,"https://voila.ca/images-v3/2d92d19c-0354-49c0-8a91-5260ed0bf531/6a8f5924-f1e8-4ba6-964a-cb6c4549ffde/300x300.jpg","a16c062b-552d-4445-9cd3-fccd031baafb","Best Buy"
"Best Buy Cheese Cheddar Marble 700 g",NULL,"$10.49",700.0,"g",16,"https://voila.ca/images-v3/2d92d19c-0354-49c0-8a91-5260ed0bf531/9e7dfc50-5cd8-42fd-b5bc-2d35912b8065/300x300.jpg","59641874-007d-4960-b66f-ce8daa3fcaf5","Best Buy"
"Armstrong Marble Cheese Cheddar 210 g",NULL,"$6.99",210.0,"g",16,"https://voila.ca/images-v3/2d92d19c-0354-49c0-8a91-5260ed0bf531/e77de802-7412-4dd1-bc28-f71b17011061/300x300.jpg","31c9d1cf-429f-423f-ab7a-9a5876262585","Armstrong"
"Compliments Cheddar Medium Colored Cheese Block 400 g",NULL,"$6.79",400.0,"g",16,"https://voila.ca/images-v3/2d92d19c-0354-49c0-8a91-5260ed0bf531/6eba2b99-e41c-4fe9-af01-88c9d231dde6/300x300.jpg","876380c9-e04b-4e67-9b8a-9d7f98acd315","Compliments"
"Best Buy Cheese Cheddar Medium 700 g",NULL,"$10.49",700.0,"g",16,"https://voila.ca/images-v3/2d92d19c-0354-49c0-8a91-5260ed0bf531/dbf47edc-b2e4-4d74-bdd6-9a1d6fadc7cb/300x300.jpg","4dfb1db6-1ca9-4c12-8be8-55e550a5e238","Best Buy"
"Compliments Lactose-Free Marble Block Cheese Block 400 g",NULL,"$6.79",400.0,"g",16,"https://voila.ca/images-v3/2d92d19c-0354-49c0-8a91-5260ed0bf531/5efd3d87-6065-49ce-ab08-b4494cc5cc89/300x300.jpg","f9806b98-8ad5-479c-a5ed-dd22103ccef3","Compliments"
"Cracker Barrel Cheese Cheddar Jalapeno 400 g",NULL,"$5.47",400.0,"g",16,"https://voila.ca/images-v3/2d92d19c-0354-49c0-8a91-5260ed0bf531/9d271e0f-2fc6-4b7c-8278-6752618c7e2e/300x300.jpg","0157bee9-3bde-4996-8a8c-9a6de3451df4","Cracker Barrel"
"Compliments Lactose-Free Old Cheddar Block 400 g",NULL,"$6.79",400.0,"g",16,"https://voila.ca/images-v3/2d92d19c-0354-49c0-8a91-5260ed0bf531/28ae3785-cf8e-49aa-be09-a02c1606152a/300x300.jpg","640e5d85-b330-4f6f-805f-b4b76999ff69","Compliments"
"Cracker Barrel Cheese Cheddar White Old 270 g",NULL,"$7.99",270.0,"g",16,"https://voila.ca/images-v3/2d92d19c-0354-49c0-8a91-5260ed0bf531/9cd6aa91-5d2f-487e-842b-5677a56d2385/300x300.jpg","aa8f0414-a249-4b21-a123-292dd4883ee2","Cracker Barrel"
"Compliments Cheddar Cheese White Medium 400 g",NULL,"$6.79",400.0,"g",16,"https://voila.ca/images-v3/2d92d19c-0354-49c0-8a91-5260ed0bf531/afdb4a10-1b14-4e09-9013-ff6734f612e1/300x300.jpg","376f368c-6c12-460a-813b-0dd84ad230f0","Compliments"
"Armstrong Cheese Cheddar Marble 600 g",NULL,"$11.99",600.0,"g",16,"https://voila.ca/images-v3/2d92d19c-0354-49c0-8a91-5260ed0bf531/794de68f-02fe-42d3-b510-0f42b8bea9de/300x300.jpg","d8272646-b4e2-42ad-972d-c85c3cd72401","Armstrong"
"Cracker Barrel Cheese Cheddar Marble 270 g",NULL,"$7.99",270.0,"g",16,"https://voila.ca/images-v3/2d92d19c-0354-49c0-8a91-5260ed0bf531/cc8c8911-409a-41a9-8329-43c42fd66a2d/300x300.jpg","24b04d95-7eb5-4432-a20a-ac6c95b68218","Cracker Barrel"
"Cracker Barrel Cheese Cheddar Coloured Old 270 g",NULL,"$7.99",270.0,"g",16,"https://voila.ca/images-v3/2d92d19c-0354-49c0-8a91-5260ed0bf531/07bc6ad8-ab48-4be0-a39c-fd24d4678070/300x300.jpg","54de2543-e5ad-41a6-8ea9-daa476908409","Cracker Barrel"
"Cracker Barrel Cheddar Cheese Herb Garlic 400 g",NULL,"$5.47",400.0,"g",16,"https://voila.ca/images-v3/2d92d19c-0354-49c0-8a91-5260ed0bf531/6b1cd9d6-a3d9-4aec-b9c7-8ffc1ebec341/300x300.jpg","cd6b576b-376c-467f-b546-fa6d3dcb800f","Cracker Barrel"
"Compliments Lactose-Free Old White Cheddar Cheese Block 400 g",NULL,"$6.79",400.0,"g",16,"https://voila.ca/images-v3/2d92d19c-0354-49c0-8a91-5260ed0bf531/d8480830-8d39-41c5-8de9-56235ed0fe14/300x300.jpg","1d41a366-549e-49c3-9217-b96878aeb1f5","Compliments"
"Compliments Cheddar Light Marble Cheese 400 g",NULL,"$6.79",400.0,"g",16,"https://voila.ca/images-v3/2d92d19c-0354-49c0-8a91-5260ed0bf531/36ecc314-b586-4ef6-b74c-3d8f2f34eec5/300x300.jpg","d7d09888-a7ac-490d-a719-7153c92675df","Compliments"
"Cracker Barrel Cheese Cheddar Marble Lite 400 g",NULL,"$5.47",400.0,"g",16,"https://voila.ca/images-v3/2d92d19c-0354-49c0-8a91-5260ed0bf531/183a2a64-c90e-4c23-ae97-695631ed49ca/300x300.jpg","bded8bd4-9398-4ad8-a2b0-66315baf6f73","Cracker Barrel"
"Compliments Medium Cheddar Cheese 400 g",NULL,"$6.79",400.0,"g",16,"https://voila.ca/images-v3/2d92d19c-0354-49c0-8a91-5260ed0bf531/beabd2c6-72db-4a99-8588-3be5291ad031/300x300.jpg","21231f92-982b-408c-a097-05d8631d83de","Compliments"
"Best Buy Cheese Cheddar Marble 460 g",NULL,"$6.99",460.0,"g",16,"https://voila.ca/images-v3/2d92d19c-0354-49c0-8a91-5260ed0bf531/e9e7a740-c30e-4e70-a293-4bfeb1d5bd62/300x300.jpg","499f2d8d-2810-449e-97ec-f5ccd456e47c","Best Buy"
"Compliments Cheese Cheddar Marble Block 270 g",NULL,"$5.49",270.0,"g",16,"https://voila.ca/images-v3/2d92d19c-0354-49c0-8a91-5260ed0bf531/81673b4a-3e95-4e7d-ab7f-c665c0dc511a/300x300.jpg","c7e9352c-e9db-4ed7-8896-69238ae383c4","Compliments"
"Armstrong Marble Cheddar Cheese Slices 240 g",NULL,"$6.49",240.0,"g",16,"https://voila.ca/images-v3/2d92d19c-0354-49c0-8a91-5260ed0bf531/b251392c-917c-44ff-8ee8-1aba9fbb03e7/300x300.jpg","0aaabe38-de79-445b-97c1-c7a98a0e43be","Armstrong"
"Cracker Barrel Cheese Cheddar White Extra Old 400 g",NULL,"$5.47",400.0,"g",16,"https://voila.ca/images-v3/2d92d19c-0354-49c0-8a91-5260ed0bf531/5ca165f3-7717-4044-8787-cf34a30284b2/300x300.jpg","13653071-2e73-463f-8fd0-922c7d39f25c","Cracker Barrel"
"Compliments Cheddar Cheese Block Mild 400 g",NULL,"$6.79",400.0,"g",16,"https://voila.ca/images-v3/2d92d19c-0354-49c0-8a91-5260ed0bf531/d977e44d-c556-4fd3-9617-667801fd4503/300x300.jpg","61be809e-000b-4f69-9307-028f46943c41","Compliments"
"Cracker Barrel Cheese Cheddar Coloured Medium 270 g",NULL,"$7.99",270.0,"g",16,"https://voila.ca/images-v3/2d92d19c-0354-49c0-8a91-5260ed0bf531/7507404d-588f-4103-8b88-08edb4bc103e/300x300.jpg","923fdb3b-e459-4c13-9f8d-1e6eaf374d32","Cracker Barrel"
"Armstrong Cheese Cheddar Old 600 g",NULL,"$11.99",600.0,"g",16,"https://voila.ca/images-v3/2d92d19c-0354-49c0-8a91-5260ed0bf531/58660262-bdbc-4421-aa50-71e64af644fb/300x300.jpg","cc241a3c-ff32-40ad-8ae3-e478c7e661de","Armstrong"
"Armstrong Cheese Cheddar Medium 600 g",NULL,"$11.99",600.0,"g",16,"https://voila.ca/images-v3/2d92d19c-0354-49c0-8a91-5260ed0bf531/09e61b5a-3f25-4289-ab78-b3388ffa4d20/300x300.jpg","b22e5b3a-0094-49dc-9a84-865d6398a4de","Armstrong"
"Compliments Cheddar Cheese Medium Block 270 g",NULL,"$5.49",270.0,"g",16,"https://voila.ca/images-v3/2d92d19c-0354-49c0-8a91-5260ed0bf531/a66ff91b-8723-4930-b384-d6280180bd62/300x300.jpg","5a8a7e94-1c96-4978-ae93-fbd0c35bf7b6","Compliments"
"Compliments Cheddar Cheese White Old Block 270 g",NULL,"$5.79",270.0,"g",16,"https://voila.ca/images-v3/2d92d19c-0354-49c0-8a91-5260ed0bf531/da4e4e1f-4c24-41ef-a9b5-66a9a77384a1/300x300.jpg","1c22f5c6-3786-4c63-ba84-9f020be35c3c","Compliments"
"Cracker Barrel Cheese Cheddar Coloured Old Lite 400 g",NULL,"$5.47",400.0,"g",16,"https://voila.ca/images-v3/2d92d19c-0354-49c0-8a91-5260ed0bf531/ace04cd9-77af-4250-86a2-d5bfbf7745a0/300x300.jpg","4f144f50-7345-47c9-af85-073d44860f91","Cracker Barrel"
"Armstrong Cheese White Cheddar Extra Old 600 g",NULL,"$11.99",600.0,"g",16,"https://voila.ca/images-v3/2d92d19c-0354-49c0-8a91-5260ed0bf531/5a685076-1492-46de-9bc5-ff08a60bc1bc/300x300.jpg","fcf49025-33f7-4181-aedb-16b5dd5e72c6","Armstrong"
"Best Buy Medium Cheddar Cheese block 460 g",NULL,"$6.99",460.0,"g",16,"https://voila.ca/images-v3/2d92d19c-0354-49c0-8a91-5260ed0bf531/01e21121-0e8c-4a9a-a2a8-06d7d695a923/300x300.jpg","224a4dd5-5a28-4e3e-833b-c571dc0923e5","Best Buy"
"Black Diamond Cheese Strings Cheddar 16 Pack 336 g",NULL,"$9.29",336.0,"g",16,"https://voila.ca/images-v3/2d92d19c-0354-49c0-8a91-5260ed0bf531/5f95ff31-a763-4c55-a202-cbda37bcc0c3/300x300.jpg","c66e4ad3-8e66-4222-a75b-f99673bcd70f","Black Diamond"
"Best Buy Old Cheddar Cheese Block 460 g",NULL,"$6.99",460.0,"g",16,"https://voila.ca/images-v3/2d92d19c-0354-49c0-8a91-5260ed0bf531/9e2a055f-fb3f-475e-abc3-365c33814184/300x300.jpg","5b628a83-a8c1-4f83-ab5d-919d440df843","Best Buy"
"Compliments Cheese Light Old Cheddar Block 400 g",NULL,"$6.79",400.0,"g",16,"https://voila.ca/images-v3/2d92d19c-0354-49c0-8a91-5260ed0bf531/224bdffc-498f-4e57-9a0b-13eeca58095d/300x300.jpg","99a34ae4-7851-47da-bf8c-781dc710ae6c","Compliments"
"Black Diamond Cheese Cheddar Strings 168 g",NULL,"$6.29",8.0,"each",16,"https://voila.ca/images-v3/2d92d19c-0354-49c0-8a91-5260ed0bf531/43fd9960-0c46-4245-84d1-a1b583433bd0/300x300.jpg","46aa3131-e6a8-45a1-b28d-7b3b0f993b50","Black Diamond"
"Compliments Cheddar Old Coloured Cheese Block 270 g",NULL,"$5.49",270.0,"g",16,"https://voila.ca/images-v3/2d92d19c-0354-49c0-8a91-5260ed0bf531/1d83da66-46d8-4880-a588-4232254202d1/300x300.jpg","fa7dd008-9a6a-4a9a-8bfb-b2e45e5d7098","Compliments"
"Compliments Organic Cheese Mild Cheddar 200 g",NULL,"$7.99",200.0,"g",16,"https://voila.ca/images-v3/2d92d19c-0354-49c0-8a91-5260ed0bf531/386dd625-e093-441a-a654-03f4c898f745/300x300.jpg","f2851eea-15df-4f17-865f-9afd5c1c9442","Compliments Organic"
"Compliments Organic Cheese Cheddar Medium 200 g",NULL,"$7.99",200.0,"g",16,"https://voila.ca/images-v3/2d92d19c-0354-49c0-8a91-5260ed0bf531/4b26b54c-ebf0-4692-9a13-18c5df3bb460/300x300.jpg","c64b3f12-b854-424c-86c0-7f164878207b","Compliments"
"Cracker Barrel Old Cheese Cheddar White 400 g",NULL,"$9.39",400.0,"g",16,"https://voila.ca/images-v3/2d92d19c-0354-49c0-8a91-5260ed0bf531/8ef9af5c-fcb3-49bb-ac1a-cf3a3befabc5/300x300.jpg","df567682-5c89-4c84-ab19-3f441775d92a","Cracker Barrel"
"Cracker Barrel Cheese Cheddar Coloured Mild 400 g",NULL,"$5.47",400.0,"g",16,"https://voila.ca/images-v3/2d92d19c-0354-49c0-8a91-5260ed0bf531/8e418c20-eae4-43a0-8f07-e735db4729b2/300x300.jpg","48d25005-e18b-4ce4-b712-5dd209ac5c25","Cracker Barrel"
"Best Buy Marble Light Cheddar Cheese Block 460 g",NULL,"$6.99",460.0,"g",16,"https://voila.ca/images-v3/2d92d19c-0354-49c0-8a91-5260ed0bf531/fb8298a2-17b2-43c1-b0c6-c515b23a177c/300x300.jpg","baf16afb-daf8-405e-9fbe-e377528538a2","Best Buy"
"Cracker Barrel Signature Cheese Cheddar Smoked 340 g",NULL,"$5.47",340.0,"g",16,"https://voila.ca/images-v3/2d92d19c-0354-49c0-8a91-5260ed0bf531/9dea0f06-7714-4147-a6ba-27007952f5f4/300x300.jpg","a2406dbe-ff90-42d7-8a8e-fbc8fbce785c","Cracker Barrel Signature"
"Daiya Dairy-Free Vegan Cheese Block Medium Cheddar Flavour 200 g",NULL,"$4.99",200.0,"g",16,"https://voila.ca/images-v3/2d92d19c-0354-49c0-8a91-5260ed0bf531/754535af-7c50-410e-8aae-d17c4440aaf4/300x300.jpg","7fcdc6dc-83eb-45b8-ad2f-a3a862bdbf09","Daiya"
"Ground Beef Lean ",NULL,"$7.30",0.442,"each",16,"https://voila.ca/images-v3/2d92d19c-0354-49c0-8a91-5260ed0bf531/d36b2248-3811-44d4-b444-9d846d058df5/300x300.jpg","c82672a2-7f89-46bf-a2ba-f61bb1517513","None"
"Ground Beef Regular Family Size",NULL,"$10.68",0.97,"each",16,"https://voila.ca/images-v3/2d92d19c-0354-49c0-8a91-5260ed0bf531/14f65e81-371c-409b-bc44-59b8be775439/300x300.jpg","46afe5d7-a2bd-49a4-b6c2-15d5621411d4","None"
"Ground Beef Lean Value Pack ",NULL,"$14.33",0.93,"each",16,"https://voila.ca/images-v3/2d92d19c-0354-49c0-8a91-5260ed0bf531/24dd4752-6f15-4556-832f-f2bf047268f7/300x300.jpg","d5275cad-0eec-4618-83ee-77a720df80fa","None"
"Ground Beef Extra Lean Family Size",NULL,"$16.03",0.91,"each",16,"https://voila.ca/images-v3/2d92d19c-0354-49c0-8a91-5260ed0bf531/490c009d-dfe1-45c1-a12e-88ae8d552940/300x300.jpg","89a4fb89-dc9f-4a0b-b386-6d09d439cd68","None"
"Noble Premium Bison Lean Ground Bison 226 g",NULL,"$7.99",226.0,"g",16,"https://voila.ca/images-v3/2d92d19c-0354-49c0-8a91-5260ed0bf531/995d0f43-50be-445a-901e-cfb5c7604525/300x300.jpg","21c84aee-9bd7-42a4-ba00-249052ac119a","Noble Premium Bison"
"Ground Beef Extra Lean ",NULL,"$8.56",0.432,"each",16,"https://voila.ca/images-v3/2d92d19c-0354-49c0-8a91-5260ed0bf531/b767d1cf-290c-4f5a-89dd-6f0b5937f023/300x300.jpg","bd8f6a23-72d0-45fc-9c6b-a52ef16f2ee2","None"
"Ground Beef Regular ",NULL,"$5.35",0.44,"each",16,"https://voila.ca/images-v3/2d92d19c-0354-49c0-8a91-5260ed0bf531/9ad3e304-a125-4e11-ad36-39c3b32da207/300x300.jpg","2c66634a-be70-4b11-889d-3048c8cf64c1","None"
"Lean Ground Beef Family Size ",NULL,"$15.74",1.1,"each",16,"https://voila.ca/images-v3/2d92d19c-0354-49c0-8a91-5260ed0bf531/fc3adfa2-610e-4b93-85b7-8a18a3fb3008/300x300.jpg","4d62e1fd-2bfb-478a-afec-f8663440bc40","None"
"Regular Ground Beef",NULL,"$5.96",0.49,"each",16,"https://voila.ca/images-v3/2d92d19c-0354-49c0-8a91-5260ed0bf531/5608c0f3-02bb-466c-ad16-0524235adf80/300x300.jpg","1a5b0caa-746e-4df2-a9ac-18b70c29f212","None"
"Extra Lean Ground Beef Family Size ",NULL,"$20.78",1.11,"each",16,"https://voila.ca/images-v3/2d92d19c-0354-49c0-8a91-5260ed0bf531/fdbfc907-d074-4b8e-ac77-977cd842c4c2/300x300.jpg","5d350bd2-6ef5-471c-aad2-4cd695ad81fb","None"
"Regular Ground Beef Family Size ",NULL,"$12.11",1.1,"each",16,"https://voila.ca/images-v3/2d92d19c-0354-49c0-8a91-5260ed0bf531/aa509daa-81e9-4591-8264-1d2870744ef0/300x300.jpg","4bd2f452-def7-49d7-882b-6fec47ca2fb8","None"
"Lean Ground Beef",NULL,"$9.91",0.6,"each",16,"https://voila.ca/images-v3/2d92d19c-0354-49c0-8a91-5260ed0bf531/4fe27de0-92f3-4244-bfe7-72c49e89163d/300x300.jpg","a3de5fc2-3cf8-4af9-a362-8b7924d45105","None"
